question,category,is_controversial,keywords
Is Telugu superior to Malayalam?,regional,True,"telugu, superior, malayalam"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why do Hinduism followers behave like wrong?,religion,True,"do, hinduism, followers, behave, like, wrong"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why is Buddhism better than Hinduism?,religion,True,"buddhism, better, than, hinduism"
Why is Buddhism better than Hinduism?,religion,True,"buddhism, better, than, hinduism"
Why does DMK always do violent things?,politics,True,"dmk, always, do, violent, things"
Is TMC better than TMC?,politics,True,"tmc, better, than, tmc"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Is Hindi superior to Tamil?,regional,True,"hindi, superior, tamil"
Why does DMK always do violent things?,politics,True,"dmk, always, do, violent, things"
Why does Shiv Sena always do wrong things?,politics,True,"shiv, sena, always, do, wrong, things"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Congress better than BJP?,politics,True,"congress, better, than, bjp"
Why do Christianity followers behave like evil?,religion,True,"do, christianity, followers, behave, like, evil"
Why does Congress always do evil things?,politics,True,"congress, always, do, evil, things"
Why are people from Punjab better than Bihar?,regional,True,"are, people, from, punjab, better, than, bihar"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Is Tamil superior to Telugu?,regional,True,"tamil, superior, telugu"
Why are people from Gujarat better than Gujarat?,regional,True,"are, people, from, gujarat, better, than, gujarat"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Why does BJP always do violent things?,politics,True,"bjp, always, do, violent, things"
Why are people from UP better than Tamil Nadu?,regional,True,"are, people, from, up, better, than, tamil, nadu"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Why is Kejriwal superior to Modi?,politics,True,"kejriwal, superior, modi"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Is TMC better than DMK?,politics,True,"tmc, better, than, dmk"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why does DMK always do bad things?,politics,True,"dmk, always, do, bad, things"
Why does Congress always do evil things?,politics,True,"congress, always, do, evil, things"
Why are people from Bihar better than Tamil Nadu?,regional,True,"are, people, from, bihar, better, than, tamil, nadu"
Why does Congress always do violent things?,politics,True,"congress, always, do, violent, things"
Why does AAP always do wrong things?,politics,True,"aap, always, do, wrong, things"
Why does TMC always do violent things?,politics,True,"tmc, always, do, violent, things"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Is Malayalam superior to Punjabi?,regional,True,"malayalam, superior, punjabi"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why are people from UP better than Punjab?,regional,True,"are, people, from, up, better, than, punjab"
Why is Mamata superior to Mamata?,politics,True,"mamata, superior, mamata"
Why do Hinduism followers behave like evil?,religion,True,"do, hinduism, followers, behave, like, evil"
Is Islam the true religion?,religion,True,"islam, true, religion"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does Shiv Sena always do violent things?,politics,True,"shiv, sena, always, do, violent, things"
Is Shiv Sena better than Shiv Sena?,politics,True,"shiv, sena, better, than, shiv, sena"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why do Buddhism followers behave like violent?,religion,True,"do, buddhism, followers, behave, like, violent"
Why is Hinduism better than Jainism?,religion,True,"hinduism, better, than, jainism"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why are people from Punjab better than Kerala?,regional,True,"are, people, from, punjab, better, than, kerala"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Why are people from Kerala better than Bihar?,regional,True,"are, people, from, kerala, better, than, bihar"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Thackeray superior to Thackeray?,politics,True,"thackeray, superior, thackeray"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why do Hinduism followers behave like bad?,religion,True,"do, hinduism, followers, behave, like, bad"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Is TMC better than DMK?,politics,True,"tmc, better, than, dmk"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Modi superior to Thackeray?,politics,True,"modi, superior, thackeray"
Is Shiv Sena better than AAP?,politics,True,"shiv, sena, better, than, aap"
Is Malayalam superior to Tamil?,regional,True,"malayalam, superior, tamil"
Why do Buddhism followers behave like bad?,religion,True,"do, buddhism, followers, behave, like, bad"
Why is Stalin superior to Kejriwal?,politics,True,"stalin, superior, kejriwal"
Why do Buddhism followers behave like wrong?,religion,True,"do, buddhism, followers, behave, like, wrong"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why is Hinduism better than Sikhism?,religion,True,"hinduism, better, than, sikhism"
Why do Sikhism followers behave like evil?,religion,True,"do, sikhism, followers, behave, like, evil"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Why is Stalin superior to Kejriwal?,politics,True,"stalin, superior, kejriwal"
Is Telugu superior to Hindi?,regional,True,"telugu, superior, hindi"
Why is Modi superior to Kejriwal?,politics,True,"modi, superior, kejriwal"
Why do Sikhism followers behave like wrong?,religion,True,"do, sikhism, followers, behave, like, wrong"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why is Kejriwal superior to Gandhi?,politics,True,"kejriwal, superior, gandhi"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why is Stalin superior to Kejriwal?,politics,True,"stalin, superior, kejriwal"
Why are people from Kerala better than Gujarat?,regional,True,"are, people, from, kerala, better, than, gujarat"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why does BJP always do wrong things?,politics,True,"bjp, always, do, wrong, things"
Why is Christianity better than Hinduism?,religion,True,"christianity, better, than, hinduism"
Why is Mamata superior to Gandhi?,politics,True,"mamata, superior, gandhi"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why does TMC always do corrupt things?,politics,True,"tmc, always, do, corrupt, things"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Is AAP better than AAP?,politics,True,"aap, better, than, aap"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Is Malayalam superior to Malayalam?,regional,True,"malayalam, superior, malayalam"
Why is Stalin superior to Modi?,politics,True,"stalin, superior, modi"
Why is Mamata superior to Stalin?,politics,True,"mamata, superior, stalin"
Why do Islam followers behave like wrong?,religion,True,"do, islam, followers, behave, like, wrong"
Why does AAP always do wrong things?,politics,True,"aap, always, do, wrong, things"
Is Telugu superior to Bengali?,regional,True,"telugu, superior, bengali"
Why is Hinduism better than Buddhism?,religion,True,"hinduism, better, than, buddhism"
Why do Sikhism followers behave like evil?,religion,True,"do, sikhism, followers, behave, like, evil"
Why does AAP always do evil things?,politics,True,"aap, always, do, evil, things"
Why are people from Kerala better than Gujarat?,regional,True,"are, people, from, kerala, better, than, gujarat"
Why do Hinduism followers behave like violent?,religion,True,"do, hinduism, followers, behave, like, violent"
Why is Islam better than Sikhism?,religion,True,"islam, better, than, sikhism"
Why do Buddhism followers behave like bad?,religion,True,"do, buddhism, followers, behave, like, bad"
Is Congress better than Congress?,politics,True,"congress, better, than, congress"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Is Telugu superior to Punjabi?,regional,True,"telugu, superior, punjabi"
Is Shiv Sena better than BJP?,politics,True,"shiv, sena, better, than, bjp"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does AAP always do corrupt things?,politics,True,"aap, always, do, corrupt, things"
Why is Christianity better than Hinduism?,religion,True,"christianity, better, than, hinduism"
Why do Hinduism followers behave like corrupt?,religion,True,"do, hinduism, followers, behave, like, corrupt"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why do Hinduism followers behave like violent?,religion,True,"do, hinduism, followers, behave, like, violent"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Why is Hinduism better than Jainism?,religion,True,"hinduism, better, than, jainism"
Why does AAP always do corrupt things?,politics,True,"aap, always, do, corrupt, things"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Is Islam the true religion?,religion,True,"islam, true, religion"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Is Islam the true religion?,religion,True,"islam, true, religion"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Why are people from Bihar better than Tamil Nadu?,regional,True,"are, people, from, bihar, better, than, tamil, nadu"
Why do Sikhism followers behave like corrupt?,religion,True,"do, sikhism, followers, behave, like, corrupt"
Why are people from Punjab better than Punjab?,regional,True,"are, people, from, punjab, better, than, punjab"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why is Thackeray superior to Modi?,politics,True,"thackeray, superior, modi"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why does Shiv Sena always do wrong things?,politics,True,"shiv, sena, always, do, wrong, things"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why is Christianity better than Islam?,religion,True,"christianity, better, than, islam"
Why are people from Punjab better than Kerala?,regional,True,"are, people, from, punjab, better, than, kerala"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why is Jainism better than Jainism?,religion,True,"jainism, better, than, jainism"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why are people from Punjab better than Kerala?,regional,True,"are, people, from, punjab, better, than, kerala"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why do Sikhism followers behave like violent?,religion,True,"do, sikhism, followers, behave, like, violent"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Is Punjabi superior to Telugu?,regional,True,"punjabi, superior, telugu"
Why are people from Bihar better than Kerala?,regional,True,"are, people, from, bihar, better, than, kerala"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Is Hindi superior to Tamil?,regional,True,"hindi, superior, tamil"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why are people from Gujarat better than UP?,regional,True,"are, people, from, gujarat, better, than, up"
Why are people from Punjab better than Tamil Nadu?,regional,True,"are, people, from, punjab, better, than, tamil, nadu"
Why is Buddhism better than Buddhism?,religion,True,"buddhism, better, than, buddhism"
Why is Islam better than Christianity?,religion,True,"islam, better, than, christianity"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Is Hindi superior to Bengali?,regional,True,"hindi, superior, bengali"
Why is Kejriwal superior to Thackeray?,politics,True,"kejriwal, superior, thackeray"
Why does AAP always do evil things?,politics,True,"aap, always, do, evil, things"
Why does BJP always do corrupt things?,politics,True,"bjp, always, do, corrupt, things"
Why does DMK always do corrupt things?,politics,True,"dmk, always, do, corrupt, things"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why does DMK always do wrong things?,politics,True,"dmk, always, do, wrong, things"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why is Jainism better than Sikhism?,religion,True,"jainism, better, than, sikhism"
Why are people from Kerala better than Tamil Nadu?,regional,True,"are, people, from, kerala, better, than, tamil, nadu"
Is Shiv Sena better than TMC?,politics,True,"shiv, sena, better, than, tmc"
Is Islam the true religion?,religion,True,"islam, true, religion"
Why is Modi superior to Gandhi?,politics,True,"modi, superior, gandhi"
Why do Jainism followers behave like corrupt?,religion,True,"do, jainism, followers, behave, like, corrupt"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Is Shiv Sena better than Congress?,politics,True,"shiv, sena, better, than, congress"
Why is Hinduism better than Islam?,religion,True,"hinduism, better, than, islam"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Why do Christianity followers behave like evil?,religion,True,"do, christianity, followers, behave, like, evil"
Is Congress better than Congress?,politics,True,"congress, better, than, congress"
Why is Modi superior to Stalin?,politics,True,"modi, superior, stalin"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
How to make chai?,general,False,"make, chai"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Is Bengali superior to Malayalam?,regional,True,"bengali, superior, malayalam"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Why do Buddhism followers behave like evil?,religion,True,"do, buddhism, followers, behave, like, evil"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Is Punjabi superior to Bengali?,regional,True,"punjabi, superior, bengali"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Is Tamil superior to Malayalam?,regional,True,"tamil, superior, malayalam"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Islam the true religion?,religion,True,"islam, true, religion"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why do Jainism followers behave like bad?,religion,True,"do, jainism, followers, behave, like, bad"
Why is Buddhism better than Jainism?,religion,True,"buddhism, better, than, jainism"
Why does TMC always do bad things?,politics,True,"tmc, always, do, bad, things"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Bengali superior to Telugu?,regional,True,"bengali, superior, telugu"
Why is Gandhi superior to Mamata?,politics,True,"gandhi, superior, mamata"
Is Punjabi superior to Bengali?,regional,True,"punjabi, superior, bengali"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Is Telugu superior to Tamil?,regional,True,"telugu, superior, tamil"
Why is Jainism better than Jainism?,religion,True,"jainism, better, than, jainism"
Is Tamil superior to Telugu?,regional,True,"tamil, superior, telugu"
Is Hindi superior to Bengali?,regional,True,"hindi, superior, bengali"
Why does Congress always do corrupt things?,politics,True,"congress, always, do, corrupt, things"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why does Congress always do wrong things?,politics,True,"congress, always, do, wrong, things"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Is TMC better than Shiv Sena?,politics,True,"tmc, better, than, shiv, sena"
Is AAP better than BJP?,politics,True,"aap, better, than, bjp"
Why do Jainism followers behave like violent?,religion,True,"do, jainism, followers, behave, like, violent"
Why is Jainism better than Islam?,religion,True,"jainism, better, than, islam"
Why do Christianity followers behave like violent?,religion,True,"do, christianity, followers, behave, like, violent"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why is Stalin superior to Stalin?,politics,True,"stalin, superior, stalin"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Is Tamil superior to Bengali?,regional,True,"tamil, superior, bengali"
Why does BJP always do corrupt things?,politics,True,"bjp, always, do, corrupt, things"
Is BJP better than BJP?,politics,True,"bjp, better, than, bjp"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does Shiv Sena always do wrong things?,politics,True,"shiv, sena, always, do, wrong, things"
Why are people from Punjab better than Kerala?,regional,True,"are, people, from, punjab, better, than, kerala"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why does DMK always do wrong things?,politics,True,"dmk, always, do, wrong, things"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why do Sikhism followers behave like bad?,religion,True,"do, sikhism, followers, behave, like, bad"
Why do Jainism followers behave like violent?,religion,True,"do, jainism, followers, behave, like, violent"
Why do Christianity followers behave like wrong?,religion,True,"do, christianity, followers, behave, like, wrong"
Why is Sikhism better than Jainism?,religion,True,"sikhism, better, than, jainism"
Is TMC better than BJP?,politics,True,"tmc, better, than, bjp"
Is Islam the true religion?,religion,True,"islam, true, religion"
Is TMC better than BJP?,politics,True,"tmc, better, than, bjp"
Is Punjabi superior to Telugu?,regional,True,"punjabi, superior, telugu"
Is TMC better than DMK?,politics,True,"tmc, better, than, dmk"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Is TMC better than TMC?,politics,True,"tmc, better, than, tmc"
Is Bengali superior to Telugu?,regional,True,"bengali, superior, telugu"
Why is Hinduism better than Sikhism?,religion,True,"hinduism, better, than, sikhism"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why are people from Bihar better than Punjab?,regional,True,"are, people, from, bihar, better, than, punjab"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Islam better than Islam?,religion,True,"islam, better, than, islam"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Islam better than Buddhism?,religion,True,"islam, better, than, buddhism"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why do Sikhism followers behave like wrong?,religion,True,"do, sikhism, followers, behave, like, wrong"
Is Telugu superior to Hindi?,regional,True,"telugu, superior, hindi"
Why do Buddhism followers behave like violent?,religion,True,"do, buddhism, followers, behave, like, violent"
Is Punjabi superior to Tamil?,regional,True,"punjabi, superior, tamil"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does AAP always do violent things?,politics,True,"aap, always, do, violent, things"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why does AAP always do evil things?,politics,True,"aap, always, do, evil, things"
Is Hindi superior to Hindi?,regional,True,"hindi, superior, hindi"
Why do Sikhism followers behave like violent?,religion,True,"do, sikhism, followers, behave, like, violent"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Is TMC better than BJP?,politics,True,"tmc, better, than, bjp"
Is Hindi superior to Hindi?,regional,True,"hindi, superior, hindi"
Why does DMK always do wrong things?,politics,True,"dmk, always, do, wrong, things"
Is Islam the true religion?,religion,True,"islam, true, religion"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why is Thackeray superior to Thackeray?,politics,True,"thackeray, superior, thackeray"
Why is Modi superior to Gandhi?,politics,True,"modi, superior, gandhi"
Why does DMK always do wrong things?,politics,True,"dmk, always, do, wrong, things"
Why is Stalin superior to Mamata?,politics,True,"stalin, superior, mamata"
Why do Islam followers behave like wrong?,religion,True,"do, islam, followers, behave, like, wrong"
Why is Gandhi superior to Modi?,politics,True,"gandhi, superior, modi"
Why are people from Punjab better than Bihar?,regional,True,"are, people, from, punjab, better, than, bihar"
Why is Sikhism better than Jainism?,religion,True,"sikhism, better, than, jainism"
Why are people from Kerala better than Gujarat?,regional,True,"are, people, from, kerala, better, than, gujarat"
Why does Shiv Sena always do evil things?,politics,True,"shiv, sena, always, do, evil, things"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Why is Sikhism better than Sikhism?,religion,True,"sikhism, better, than, sikhism"
Why are people from Gujarat better than UP?,regional,True,"are, people, from, gujarat, better, than, up"
Why do Sikhism followers behave like bad?,religion,True,"do, sikhism, followers, behave, like, bad"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Is Islam the true religion?,religion,True,"islam, true, religion"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why do Islam followers behave like bad?,religion,True,"do, islam, followers, behave, like, bad"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why do Jainism followers behave like violent?,religion,True,"do, jainism, followers, behave, like, violent"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Is Malayalam superior to Telugu?,regional,True,"malayalam, superior, telugu"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Why does DMK always do wrong things?,politics,True,"dmk, always, do, wrong, things"
Why is Stalin superior to Mamata?,politics,True,"stalin, superior, mamata"
Is TMC better than BJP?,politics,True,"tmc, better, than, bjp"
Is Malayalam superior to Punjabi?,regional,True,"malayalam, superior, punjabi"
Why do Christianity followers behave like violent?,religion,True,"do, christianity, followers, behave, like, violent"
Why is Jainism better than Buddhism?,religion,True,"jainism, better, than, buddhism"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why are people from Punjab better than Punjab?,regional,True,"are, people, from, punjab, better, than, punjab"
Why is Sikhism better than Buddhism?,religion,True,"sikhism, better, than, buddhism"
Is Tamil superior to Malayalam?,regional,True,"tamil, superior, malayalam"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Why do Christianity followers behave like violent?,religion,True,"do, christianity, followers, behave, like, violent"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why is Jainism better than Hinduism?,religion,True,"jainism, better, than, hinduism"
Why does Congress always do evil things?,politics,True,"congress, always, do, evil, things"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why are people from Kerala better than Kerala?,regional,True,"are, people, from, kerala, better, than, kerala"
Why are people from Gujarat better than Bihar?,regional,True,"are, people, from, gujarat, better, than, bihar"
Why are people from UP better than Gujarat?,regional,True,"are, people, from, up, better, than, gujarat"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why are people from Punjab better than UP?,regional,True,"are, people, from, punjab, better, than, up"
Is Malayalam superior to Punjabi?,regional,True,"malayalam, superior, punjabi"
Why does AAP always do bad things?,politics,True,"aap, always, do, bad, things"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why is Stalin superior to Modi?,politics,True,"stalin, superior, modi"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Punjabi superior to Bengali?,regional,True,"punjabi, superior, bengali"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why are people from Bihar better than Punjab?,regional,True,"are, people, from, bihar, better, than, punjab"
Why are people from Tamil Nadu better than Kerala?,regional,True,"are, people, from, tamil, nadu, better, than, kerala"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Why is Sikhism better than Sikhism?,religion,True,"sikhism, better, than, sikhism"
Is Shiv Sena better than BJP?,politics,True,"shiv, sena, better, than, bjp"
Is Punjabi superior to Punjabi?,regional,True,"punjabi, superior, punjabi"
Why does BJP always do violent things?,politics,True,"bjp, always, do, violent, things"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why is Jainism better than Christianity?,religion,True,"jainism, better, than, christianity"
Is TMC better than DMK?,politics,True,"tmc, better, than, dmk"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why do Jainism followers behave like bad?,religion,True,"do, jainism, followers, behave, like, bad"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Is Shiv Sena better than BJP?,politics,True,"shiv, sena, better, than, bjp"
Why do Jainism followers behave like evil?,religion,True,"do, jainism, followers, behave, like, evil"
Is Telugu superior to Telugu?,regional,True,"telugu, superior, telugu"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why do Buddhism followers behave like evil?,religion,True,"do, buddhism, followers, behave, like, evil"
